"Plot Title: Pink"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20414841, SEN S/N: 20414841)","Temp, °C (LGR S/N: 20414841, SEN S/N: 20414841)"
125,09/28/18 07:02:04 AM,1.0,15.28
126,09/28/18 07:02:05 AM,1.0,15.28
127,09/28/18 07:02:06 AM,1.0,15.27
128,09/28/18 07:02:07 AM,2.7,15.27
129,09/28/18 07:02:08 AM,1.0,15.25
130,09/28/18 07:02:09 AM,1.0,15.25
131,09/28/18 07:02:10 AM,1.0,15.24
132,09/28/18 07:02:11 AM,1.0,15.24
133,09/28/18 07:02:12 AM,1.0,15.24
134,09/28/18 07:02:13 AM,1.0,15.24
135,09/28/18 07:02:14 AM,1.0,15.23
136,09/28/18 07:02:15 AM,1.0,15.22
137,09/28/18 07:02:16 AM,1.0,15.23
138,09/28/18 07:02:17 AM,1.0,15.22
139,09/28/18 07:02:18 AM,1.0,15.22
140,09/28/18 07:02:19 AM,0.4,15.21
141,09/28/18 07:02:20 AM,1.0,15.21
142,09/28/18 07:02:21 AM,1.0,15.20
143,09/28/18 07:02:22 AM,1.1,15.20
144,09/28/18 07:02:23 AM,1.0,15.17
145,09/28/18 07:02:24 AM,1.0,15.17
146,09/28/18 07:02:25 AM,0.4,15.17
147,09/28/18 07:02:26 AM,1.0,15.17
148,09/28/18 07:02:27 AM,1.0,15.16
149,09/28/18 07:02:28 AM,0.4,15.16
150,09/28/18 07:02:29 AM,1.1,15.16
151,09/28/18 07:02:30 AM,0.5,15.16
152,09/28/18 07:02:31 AM,1.0,15.15
153,09/28/18 07:02:32 AM,1.0,15.15
154,09/28/18 07:02:33 AM,1.0,15.14
155,09/28/18 07:02:34 AM,1.0,15.14
156,09/28/18 07:02:35 AM,1.0,15.12
157,09/28/18 07:02:36 AM,1.0,15.12
158,09/28/18 07:02:37 AM,1.0,15.12
159,09/28/18 07:02:38 AM,0.4,15.10
160,09/28/18 07:02:39 AM,1.0,15.10
161,09/28/18 07:02:40 AM,1.0,15.09
162,09/28/18 07:02:41 AM,1.0,15.08
163,09/28/18 07:02:42 AM,1.1,15.08
164,09/28/18 07:02:43 AM,1.0,15.08
165,09/28/18 07:02:44 AM,1.0,15.07
166,09/28/18 07:02:45 AM,1.0,15.07
167,09/28/18 07:02:46 AM,1.0,15.07
168,09/28/18 07:02:47 AM,1.0,15.06
169,09/28/18 07:02:48 AM,1.1,15.06
170,09/28/18 07:02:49 AM,1.0,15.05
171,09/28/18 07:02:50 AM,1.0,15.05
172,09/28/18 07:02:51 AM,1.0,15.05
173,09/28/18 07:02:52 AM,1.0,15.05
174,09/28/18 07:02:53 AM,1.0,15.03
175,09/28/18 07:02:54 AM,0.5,15.03
176,09/28/18 07:02:55 AM,1.0,15.02
177,09/28/18 07:02:56 AM,1.1,15.02
178,09/28/18 07:02:57 AM,1.0,15.02
179,09/28/18 07:02:58 AM,1.1,15.01
180,09/28/18 07:02:59 AM,1.0,15.00
181,09/28/18 07:03:00 AM,1.0,15.00
182,09/28/18 07:03:01 AM,1.0,15.00
183,09/28/18 07:03:02 AM,1.0,14.99
184,09/28/18 07:03:03 AM,1.0,14.99
185,09/28/18 07:03:04 AM,1.0,14.99
