Date,Time,DataID,Temp(C),SPC(uS/cm),COND(uS/cm),Level(m)
24/05/23,13:13:12,USF22,22.544,35.02019182,33.3,7.5045
24/05/23,13:13:14,USF22,21.506,39.45727433,36.7,7.5143
24/05/23,13:13:16,USF22,20.875,42.39782016,38.9,7.51
24/05/23,13:13:18,USF22,20.382,42.63805033,38.7,7.5056
24/05/23,13:13:20,USF22,19.946,43.60788502,39.2,7.5017
24/05/23,13:13:22,USF22,19.58,44.6388515,39.8,7.4984
24/05/23,13:13:24,USF22,19.25,45.98870056,40.7,7.4974
24/05/23,13:13:26,USF22,18.975,46.95849915,41.3,7.4985
24/05/23,13:13:28,USF22,18.766,48.5536718,42.5,7.5003
24/05/23,13:13:30,USF22,18.544,50.5236083,44,7.5017
24/05/23,13:13:32,USF22,18.303,51.72851765,44.8,7.5032
24/05/23,13:13:34,USF22,18.06,52.25267069,45,7.5038
24/05/23,13:13:36,USF22,17.824,51.60657575,44.2,7.5048
24/05/23,13:13:38,USF22,17.597,51.0599338,43.5,7.5055
24/05/23,13:13:40,USF22,17.407,49.40222133,41.9,7.5065
24/05/23,13:13:42,USF22,17.238,49.95501681,42.2,7.5079
24/05/23,13:13:44,USF22,17.057,50.17000737,42.2,7.5086
24/05/23,13:13:46,USF22,16.876,49.78985576,41.7,7.5093
24/05/23,13:13:48,USF22,16.699,49.04194345,40.9,7.5099
24/05/23,13:13:50,USF22,16.505,48.42790025,40.2,7.5102
24/05/23,13:13:52,USF22,16.327,48.03155322,39.7,7.5107
24/05/23,13:13:54,USF22,16.153,47.99164095,39.5,7.511
24/05/23,13:13:56,USF22,16.001,47.07202263,38.6,7.5113
24/05/23,13:13:58,USF22,15.846,47.00582676,38.4,7.5115
24/05/23,13:14:00,USF22,15.692,46.56935024,37.9,7.5119
24/05/23,13:14:02,USF22,15.524,46.88579607,38,7.5116
24/05/23,13:14:04,USF22,15.363,46.82506256,37.8,7.5115
24/05/23,13:14:06,USF22,15.198,46.14657446,37.1,7.5114
24/05/23,13:14:08,USF22,15.039,45.83031544,36.7,7.5114
24/05/23,13:14:10,USF22,14.902,45.73705579,36.5,7.5113
24/05/23,13:14:12,USF22,14.771,45.51054789,36.2,7.5115
24/05/23,13:14:14,USF22,14.643,45.27911611,35.9,7.5117
24/05/23,13:14:16,USF22,14.491,45.07356106,35.6,7.5113
24/05/23,13:14:18,USF22,14.356,45.10112816,35.5,7.5112
24/05/23,13:14:20,USF22,14.234,45.11393179,35.4,7.5112
24/05/23,13:14:22,USF22,14.121,44.73300785,35,7.511
24/05/23,13:14:24,USF22,14.009,44.47691558,34.7,7.5109
24/05/23,13:14:26,USF22,13.894,44.22275929,34.4,7.5109
24/05/23,13:14:28,USF22,13.769,43.97843638,34.1,7.5104
24/05/23,13:14:30,USF22,13.655,44.10813608,34.1,7.5104
24/05/23,13:14:32,USF22,13.551,44.09742938,34,7.5099
24/05/23,13:14:34,USF22,13.453,44.07978571,33.9,7.5095
24/05/23,13:14:36,USF22,13.35,43.80704042,33.6,7.5094
24/05/23,13:14:38,USF22,13.251,43.2668427,33.1,7.5096
24/05/23,13:14:40,USF22,13.151,42.72496134,32.6,7.5094
24/05/23,13:14:42,USF22,13.058,42.17247359,32.1,7.5094
24/05/23,13:14:44,USF22,12.961,42.01680672,31.9,7.5092
24/05/23,13:14:46,USF22,12.862,41.73049496,31.6,7.5093
24/05/23,13:14:48,USF22,12.756,41.84765335,31.6,7.5088
24/05/23,13:14:50,USF22,12.666,41.68215367,31.4,7.5087
24/05/23,13:14:52,USF22,12.581,41.64338362,31.3,7.5086
24/05/23,13:14:54,USF22,12.505,41.32782296,31,7.5086
24/05/23,13:14:56,USF22,12.43,41.41063318,31,7.5088
24/05/23,13:14:58,USF22,12.349,41.36656939,30.9,7.5085
24/05/23,13:15:00,USF22,12.265,41.32564068,30.8,7.5085
24/05/23,13:15:02,USF22,12.18,41.28563744,30.7,7.5079
24/05/23,13:15:04,USF22,12.104,41.37020267,30.7,7.508
24/05/23,13:15:06,USF22,12.038,41.44392246,30.7,7.508
24/05/23,13:15:08,USF22,11.974,41.24519933,30.5,7.5082
24/05/23,13:15:10,USF22,11.916,41.44544371,30.6,7.5083
24/05/23,13:15:12,USF22,11.855,41.24270791,30.4,7.5079
24/05/23,13:15:14,USF22,11.8,41.16847826,30.3,7.5082
24/05/23,13:15:16,USF22,11.745,41.0940264,30.2,7.5082
24/05/23,13:15:18,USF22,11.691,41.01823335,30.1,7.5081
24/05/23,13:15:20,USF22,11.629,40.81465505,29.9,7.5081
24/05/23,13:15:22,USF22,11.569,40.60816539,29.7,7.5079
24/05/23,13:15:24,USF22,11.514,40.53239853,29.6,7.5078
24/05/23,13:15:26,USF22,11.466,40.58575111,29.6,7.5076
24/05/23,13:15:28,USF22,11.417,40.64036027,29.6,7.5076
24/05/23,13:15:30,USF22,11.375,40.68728522,29.6,7.5078
24/05/23,13:15:32,USF22,11.334,40.5955854,29.5,7.5078
24/05/23,13:15:34,USF22,11.294,40.64032622,29.5,7.5075
24/05/23,13:15:36,USF22,11.255,40.54613157,29.4,7.5076
24/05/23,13:15:38,USF22,11.218,40.58755315,29.4,7.5073
24/05/23,13:15:40,USF22,11.181,40.49086537,29.3,7.507
24/05/23,13:15:42,USF22,11.143,40.39509725,29.2,7.5066
24/05/23,13:15:44,USF22,11.099,40.30582565,29.1,7.5062
24/05/23,13:15:46,USF22,11.064,40.34494232,29.1,7.506
24/05/23,13:15:48,USF22,11.032,40.38077265,29.1,7.5059
24/05/23,13:15:50,USF22,11,40.41666667,29.1,7.5058
24/05/23,13:15:52,USF22,10.971,40.31024992,29,7.5059
24/05/23,13:15:54,USF22,10.943,40.48076121,29.1,7.5059
24/05/23,13:15:56,USF22,10.917,40.23164518,28.9,7.506
24/05/23,13:15:58,USF22,10.888,40.26415515,28.9,7.506
24/05/23,13:16:00,USF22,10.864,40.01226857,28.7,7.506
24/05/23,13:16:02,USF22,10.837,39.76337305,28.5,7.5057
24/05/23,13:16:04,USF22,10.81,39.79335381,28.5,7.5056
24/05/23,13:16:06,USF22,10.774,39.83339856,28.5,7.5053
24/05/23,13:16:08,USF22,10.745,39.86571548,28.5,7.5054
24/05/23,13:16:10,USF22,10.721,39.75252653,28.4,7.5058
24/05/23,13:16:12,USF22,10.697,39.77925316,28.4,7.5061
24/05/23,13:16:14,USF22,10.675,39.66362999,28.3,7.5064
24/05/23,13:16:16,USF22,10.655,39.68587856,28.3,7.5067
24/05/23,13:16:18,USF22,10.637,39.70592362,28.3,7.5071
24/05/23,13:16:20,USF22,10.609,39.7371451,28.3,7.5072
24/05/23,13:16:22,USF22,10.589,39.61898339,28.2,7.5075
24/05/23,13:16:24,USF22,10.57,39.21844251,27.9,7.5075
24/05/23,13:16:26,USF22,10.547,39.1031592,27.8,7.5072
24/05/23,13:16:28,USF22,10.519,38.9932149,27.7,7.507
24/05/23,13:16:30,USF22,10.496,39.01848096,27.7,7.5068
24/05/23,13:16:32,USF22,10.474,38.90173085,27.6,7.5067
24/05/23,13:16:34,USF22,10.456,38.92148014,27.6,7.5067
24/05/23,13:16:36,USF22,10.444,38.93465749,27.6,7.5069
24/05/23,13:16:38,USF22,10.429,38.95114172,27.6,7.5069
