Date,Time,DataID,Temp(C),SPC(uS/cm),COND(uS/cm),Level(m)
24/05/23,13:40:52,USF23,18.606,38.41214512,33.5,7.552
24/05/23,13:40:54,USF23,17.552,38.77608573,33,7.5384
24/05/23,13:40:56,USF23,17.006,39.04204161,32.8,7.5365
24/05/23,13:40:58,USF23,16.672,39.23497792,32.7,7.5396
24/05/23,13:41:00,USF23,16.419,39.47463724,32.7,7.5425
24/05/23,13:41:02,USF23,16.205,39.55830603,32.6,7.5455
24/05/23,13:41:04,USF23,16.003,39.63124649,32.5,7.5473
24/05/23,13:41:06,USF23,15.813,39.81574498,32.5,7.5511
24/05/23,13:41:08,USF23,15.627,39.99803087,32.5,7.5543
24/05/23,13:41:10,USF23,15.446,40.17702616,32.5,7.5576
24/05/23,13:41:12,USF23,15.267,40.23145504,32.4,7.5611
24/05/23,13:41:14,USF23,15.095,40.4040404,32.4,7.5614
24/05/23,13:41:16,USF23,14.925,40.57608015,32.4,7.5636
24/05/23,13:41:18,USF23,14.759,40.74549159,32.4,7.5644
24/05/23,13:41:20,USF23,14.595,40.91425685,32.4,7.5674
24/05/23,13:41:22,USF23,14.432,41.08338405,32.4,7.5711
24/05/23,13:41:24,USF23,14.275,41.24761299,32.4,7.5685
24/05/23,13:41:26,USF23,14.119,41.41210154,32.4,7.5696
24/05/23,13:41:28,USF23,13.967,41.57363923,32.4,7.5733
24/05/23,13:41:30,USF23,13.82,41.73106646,32.4,7.5701
24/05/23,13:41:32,USF23,13.676,41.75716206,32.3,7.5699
24/05/23,13:41:34,USF23,13.535,41.90995199,32.3,7.5708
24/05/23,13:41:36,USF23,13.396,42.06167309,32.3,7.5725
24/05/23,13:41:38,USF23,13.264,42.20677399,32.3,7.5692
24/05/23,13:41:40,USF23,13.135,42.34954766,32.3,7.5729
24/05/23,13:41:42,USF23,13.007,42.49217249,32.3,7.5728
24/05/23,13:41:44,USF23,12.886,42.62788365,32.3,7.5752
24/05/23,13:41:46,USF23,12.766,42.7633321,32.3,7.5688
24/05/23,13:41:48,USF23,12.651,42.89394704,32.3,7.5707
24/05/23,13:41:50,USF23,12.538,43.02306996,32.3,7.5684
24/05/23,13:41:52,USF23,12.428,43.14951373,32.3,7.5704
24/05/23,13:41:54,USF23,12.324,43.26974601,32.3,7.5673
24/05/23,13:41:56,USF23,12.222,43.38831874,32.3,7.5699
24/05/23,13:41:58,USF23,12.126,43.50051177,32.3,7.5676
24/05/23,13:42:00,USF23,12.028,43.61564222,32.3,7.5676
24/05/23,13:42:02,USF23,11.938,43.72191239,32.3,7.5688
